
Cycle 1
Physical Cycle 1
Step 1

Time (s),          Potential (V),         Current (A)
0.104999996722     0.002313999925     -0.000001799534     
0.209999993443     0.007766999770     -0.000001634545     
0.314999997616     0.012889999896     -0.000001488740     
0.419999986887     0.018177999184     -0.000001354447     
0.449999988079     0.028257999569     -0.000001063493     
0.555000007153     0.033546000719     -0.000000960151     
0.660000026226     0.038833998144     -0.000000865293     
0.764999985695     0.043956998736     -0.000000776990     
0.870000004768     0.049410000443     -0.000000696399     
0.975000023842     0.054533001035     -0.000000623906     
1.080000042915     0.059985999018     -0.000000555654     
1.184999942780     0.065108999610     -0.000000492801     
1.289999961853     0.070396997035     -0.000000436503     
1.394999980927     0.075685001910     -0.000000385217     
1.500000000000     0.080972999334     -0.000000336246     
1.605000019073     0.086260996759     -0.000000292673     
1.710000038147     0.091384001076     -0.000000252570     
1.815000057220     0.096671998501     -0.000000214781     
1.884999990463     0.104769997299     -0.000000155923     
1.990000009537     0.110058002174     -0.000000126038     
2.095000028610     0.115345999599     -0.000000097969     
2.200000047684     0.120467998087     -0.000000070912     
2.305000066757     0.125755995512     -0.000000045840     
2.410000085831     0.131044998765     -0.000000023173     
2.515000104904     0.136333003640     -0.000000000084     
2.619999885559     0.141620993614     0.000000021569     
2.724999904633     0.146742999554     0.000000040817     
2.829999923706     0.152031004429     0.000000059600     
2.934999942780     0.157319992781     0.000000078974     
3.039999961853     0.162441998720     0.000000095732     
3.144999980927     0.167730003595     0.000000111982     
3.250000000000     0.173017993569     0.000000128486     
3.355000019073     0.178305998445     0.000000143471     
3.460000038147     0.183595001698     0.000000156936     
3.565000057220     0.188883006573     0.000000171371     
3.670000076294     0.194170996547     0.000000184288     
3.775000095367     0.199293002486     0.000000195262     
3.880000114441     0.204581007361     0.000000206701     
3.984999895096     0.209869995713     0.000000218351     
4.090000152588     0.215158000588     0.000000227341     
4.195000171661     0.220280006528     0.000000235952     
4.300000190735     0.225567996502     0.000000244943     
4.405000209808     0.231022000313     0.000000252287     
4.510000228882     0.236145004630     0.000000258534     
4.614999771118     0.241432994604     0.000000265330     
4.719999790192     0.246720999479     0.000000270353     
4.824999809265     0.252009004354     0.000000274152     
4.929999828339     0.257131010294     0.000000278879     
5.034999847412     0.262419998646     0.000000282805     
