
Cycle 1
Physical Cycle 1
Step 1

Time (s),          Potential (V),         Current (A)
0.104999996722     0.002485000063     -0.000000064962     
0.209999993443     0.007619999815     -0.000000057320     
0.314999997616     0.012920999900     -0.000000049677     
0.419999986887     0.018222000450     -0.000000045856     
0.449999988079     0.028161000460     -0.000000033536     
0.555000007153     0.033461999148     -0.000000030452     
0.660000026226     0.038763001561     -0.000000026597     
0.764999985695     0.044064000249     -0.000000023899     
0.795000016689     0.054003998637     -0.000000018570     
0.899999976158     0.059305001050     -0.000000016847     
1.004999995232     0.064606003463     -0.000000014410     
1.110000014305     0.069907002151     -0.000000012772     
1.139999985695     0.080012001097     -0.000000009704     
1.245000004768     0.085147000849     -0.000000008506     
1.350000023842     0.090447999537     -0.000000006492     
1.455000042915     0.095748998225     -0.000000005313     
1.559999942780     0.101049996912     -0.000000005123     
1.664999961853     0.106184996665     -0.000000003944     
1.769999980927     0.111486002803     -0.000000002218     
1.875000000000     0.116787001491     -0.000000001460     
1.980000019073     0.121922001243     -0.000000000899     
2.085000038147     0.127222999930     0.000000000326     
2.190000057220     0.132523998618     0.000000000789     
2.295000076294     0.137824997306     0.000000000929     
2.400000095367     0.143125995994     0.000000002355     
2.505000114441     0.148261994123     0.000000003546     
2.609999895096     0.153562992811     0.000000003466     
2.714999914169     0.158864006400     0.000000003693     
2.819999933243     0.164165005088     0.000000004808     
2.924999952316     0.169300004840     0.000000005097     
3.029999971390     0.174601003528     0.000000005385     
3.134999990463     0.179902002215     0.000000006530     
3.240000009537     0.185037001967     0.000000007049     
3.345000028610     0.190503999591     0.000000006522     
3.450000047684     0.195638999343     0.000000007106     
3.555000066757     0.200939998031     0.000000008305     
3.660000085831     0.206240996718     0.000000008559     
3.765000104904     0.211375996470     0.000000008604     
3.869999885559     0.216676995158     0.000000009476     
3.974999904633     0.221977993846     0.000000009480     
4.079999923706     0.227279007435     0.000000009310     
4.184999942780     0.232415005565     0.000000010405     
4.289999961853     0.237715005875     0.000000011266     
4.394999980927     0.243182003498     0.000000010936     
4.500000000000     0.248317003250     0.000000010925     
4.605000019073     0.253618001938     0.000000011771     
4.710000038147     0.258919000626     0.000000011956     
4.815000057220     0.264055013657     0.000000012070     
4.920000076294     0.269356012344     0.000000013155     
5.025000095367     0.274491012096     0.000000013341     
5.130000114441     0.279958009720     0.000000012779     
5.235000133514     0.285093009472     0.000000013272     
5.340000152588     0.290560007095     0.000000014334     
5.445000171661     0.295695006847     0.000000014429     
5.550000190735     0.300996005535     0.000000014520     
5.655000209808     0.306297004223     0.000000015233     
5.760000228882     0.311432003975     0.000000015206     
5.864999771118     0.316733002663     0.000000015051     
5.969999790192     0.322034001350     0.000000015961     
6.074999809265     0.327335000038     0.000000016810     
6.179999828339     0.332635998726     0.000000016469     
6.284999847412     0.337936997414     0.000000016469     
6.389999866486     0.343071997166     0.000000017258     
6.494999885559     0.348372995853     0.000000017379     
6.599999904633     0.353509008884     0.000000017599     
6.704999923706     0.358810007572     0.000000018581     
6.809999942780     0.364111006260     0.000000018911     
6.914999961853     0.369412004948     0.000000018282     
7.019999980927     0.374713003635     0.000000018737     
7.125000000000     0.379848003387     0.000000019791     
7.230000019073     0.385149002075     0.000000019927     
7.335000038147     0.390450000763     0.000000020022     
7.440000057220     0.395750999451     0.000000020868     
7.545000076294     0.401051998138     0.000000020826     
7.650000095367     0.406186997890     0.000000020633     
7.755000114441     0.411487996578     0.000000021622     
7.860000133514     0.416788995266     0.000000022586     
7.965000152588     0.422089993954     0.000000022263     
8.069999694824     0.427390992641     0.000000022313     
8.175000190735     0.432525992393     0.000000023257     
8.279999732971     0.437826991081     0.000000023355     
8.385000228882     0.443127989769     0.000000023754     
8.489999771118     0.448428988457     0.000000024850     
8.595000267029     0.453563988209     0.000000025206     
8.699999809265     0.458864986897     0.000000024709     
8.805000305176     0.464165985584     0.000000025214     
8.909999847412     0.469467014074     0.000000026374     
9.015000343323     0.474602997303     0.000000026700     
9.119999885559     0.480069011450     0.000000026966     
9.225000381470     0.485204994678     0.000000027967     
9.329999923706     0.490505993366     0.000000028141     
9.435000419617     0.495640993118     0.000000027967     
9.539999961853     0.500941991806     0.000000029108     
9.645000457764     0.506408989429     0.000000030318     
9.750000000000     0.511377990246     0.000000030231     
9.854999542236     0.516678988934     0.000000030530     
9.960000038147     0.522145986557     0.000000031596     
10.064999580383     0.527280986309     0.000000032062     
10.170000076294     0.532581984997     0.000000032456     
10.274999618530     0.537882983685     0.000000033818     
10.380000114441     0.543017983437     0.000000034785     
10.484999656677     0.548318982124     0.000000035153     
10.590000152588     0.553619980812     0.000000035411     
10.694999694824     0.558920979500     0.000000036757     
10.800000190735     0.564056992531     0.000000037299     
10.904999732971     0.569357991219     0.000000037944     
11.010000228882     0.574658989906     0.000000039233     
11.114999771118     0.579959988594     0.000000039806     
11.220000267029     0.585094988346     0.000000039870     
11.324999809265     0.590395987034     0.000000041239     
11.430000305176     0.595696985722     0.000000042923     
11.534999847412     0.600831985474     0.000000043325     
11.640000343323     0.606298983097     0.000000043988     
11.744999885559     0.611433982849     0.000000045372     
11.850000381470     0.616734981537     0.000000046157     
11.954999923706     0.622035980225     0.000000046893     
12.060000419617     0.627170979977     0.000000048687     
12.164999961853     0.632471978664     0.000000050116     
12.270000457764     0.637772977352     0.000000050344     
12.375000000000     0.642908990383     0.000000051334     
12.479999542236     0.648209989071     0.000000053275     
12.585000038147     0.653510987759     0.000000054242     
12.689999580383     0.658811986446     0.000000055342     
12.795000076294     0.664111971855     0.000000057280     
12.899999618530     0.669247984886     0.000000058447     
13.005000114441     0.674548983574     0.000000058895     
13.109999656677     0.679849982262     0.000000060670     
13.215000152588     0.684984982014     0.000000062911     
13.319999694824     0.690285980701     0.000000064018     
13.425000190735     0.695586979389     0.000000065250     
13.529999732971     0.700887978077     0.000000067234     
13.635000228882     0.706022977829     0.000000068584     
13.739999771118     0.711323976517     0.000000069771     
13.845000267029     0.716624975204     0.000000072194     
13.949999809265     0.721925973892     0.000000074340     
14.055000305176     0.727226972580     0.000000075243     
14.159999847412     0.732362985611     0.000000076926     
14.265000343323     0.737662971020     0.000000079376     
14.369999885559     0.742798984051     0.000000081018     
14.475000381470     0.748099982738     0.000000082812     
