
Cycle 1
Physical Cycle 1
Step 1

Time (s),          Potential (V),         Current (A)
0.104999996722     0.002318999963     -0.000000064962     
0.209999993443     0.007453999948     -0.000000061141     
0.314999997616     0.012755000032     -0.000000057320     
0.419999986887     0.018055999652     -0.000000053498     
0.449999988079     0.028161000460     -0.000000044714     
0.555000007153     0.033461999148     -0.000000040474     
0.660000026226     0.038598001003     -0.000000037390     
0.764999985695     0.043898999691     -0.000000035463     
0.795000016689     0.054003998637     -0.000000030375     
0.899999976158     0.059305001050     -0.000000027098     
1.004999995232     0.064439997077     -0.000000024200     
1.110000014305     0.069741003215     -0.000000022981     
1.139999985695     0.080012001097     -0.000000019211     
1.245000004768     0.085147000849     -0.000000017834     
1.350000023842     0.090447999537     -0.000000015138     
1.455000042915     0.095582999289     -0.000000013375     
1.559999942780     0.100883997977     -0.000000011801     
1.664999961853     0.106184996665     -0.000000009738     
1.769999980927     0.111486002803     -0.000000008198     
1.875000000000     0.116621002555     -0.000000007812     
1.980000019073     0.121922001243     -0.000000005908     
2.085000038147     0.127222999930     -0.000000003360     
2.190000057220     0.132523998618     -0.000000002393     
2.295000076294     0.137824997306     -0.000000001452     
2.400000095367     0.142960995436     0.000000000607     
2.505000114441     0.148261994123     0.000000001790     
2.609999895096     0.153562992811     0.000000002723     
2.714999914169     0.158697992563     0.000000005445     
2.819999933243     0.163999006152     0.000000007675     
2.924999952316     0.169300004840     0.000000008214     
3.029999971390     0.174435004592     0.000000009207     
3.134999990463     0.179736003280     0.000000011755     
3.240000009537     0.185037001967     0.000000013568     
3.345000028610     0.190338000655     0.000000015290     
3.450000047684     0.195473000407     0.000000018282     
3.555000066757     0.200773999095     0.000000020473     
3.660000085831     0.206074997783     0.000000021353     
3.765000104904     0.211210995913     0.000000023462     
3.869999885559     0.216511994600     0.000000026795     
3.974999904633     0.221646994352     0.000000029074     
4.079999923706     0.227114006877     0.000000031448     
4.184999942780     0.232249006629     0.000000034823     
4.289999961853     0.237550005317     0.000000037401     
4.394999980927     0.242851004004     0.000000039237     
4.500000000000     0.247986003757     0.000000042695     
4.605000019073     0.253286987543     0.000000046643     
4.710000038147     0.258421987295     0.000000049187     
4.815000057220     0.263722985983     0.000000051762     
4.920000076294     0.269024014473     0.000000055657     
5.025000095367     0.274325013161     0.000000058747     
5.130000114441     0.279460996389     0.000000061739     
5.235000133514     0.284595996141     0.000000066225     
5.340000152588     0.289896994829     0.000000070241     
5.445000171661     0.295197993517     0.000000072770     
5.550000190735     0.300498992205     0.000000075830     
5.655000209808     0.305633991957     0.000000080134     
5.760000228882     0.310934990644     0.000000083870     
5.840000152588     0.318886995316     0.000000090664     
5.945000171661     0.324187994003     0.000000094319     
6.050000190735     0.329488992691     0.000000097134     
6.155000209808     0.334789991379     0.000000101084     
6.260000228882     0.340090990067     0.000000105831     
6.364999771118     0.345225989819     0.000000109234     
6.469999790192     0.350526988506     0.000000112469     
6.574999809265     0.355827987194     0.000000116712     
6.679999828339     0.361128985882     0.000000120241     
6.784999847412     0.366430014372     0.000000123224     
6.889999866486     0.371565014124     0.000000127342     
6.994999885559     0.377032011747     0.000000131627     
7.099999904633     0.382167011499     0.000000134190     
7.204999923706     0.387468010187     0.000000136879     
7.309999942780     0.392603009939     0.000000140744     
7.414999961853     0.397904008627     0.000000144189     
7.519999980927     0.403205007315     0.000000146836     
7.625000000000     0.408506006002     0.000000150575     
7.730000019073     0.413641989231     0.000000153894     
7.835000038147     0.419108003378     0.000000155701     
7.940000057220     0.424243003130     0.000000158263     
8.045000076294     0.429544001818     0.000000161918     
8.149999618530     0.434680014849     0.000000164733     
8.255000114441     0.439981013536     0.000000167128     
8.359999656677     0.445282012224     0.000000170321     
8.465000152588     0.450583010912     0.000000173010     
8.569999694824     0.455884009600     0.000000174732     
8.675000190735     0.461019009352     0.000000177505     
8.779999732971     0.466320008039     0.000000181034     
8.885000228882     0.471621006727     0.000000183387     
8.989999771118     0.476756006479     0.000000185320     
9.095000267029     0.482223004103     0.000000188471     
9.199999809265     0.487524002790     0.000000191076     
9.305000305176     0.492659002542     0.000000192966     
