
Cycle 1
Physical Cycle 1
Step 1

Time (s),          Potential (V),         Current (A)
0.104999996722     0.002641000086     -0.000000110799     
0.209999993443     0.007922000252     -0.000000099337     
0.314999997616     0.013039000332     -0.000000087875     
0.419999986887     0.018485000357     -0.000000080234     
0.449999988079     0.028552999720     -0.000000047700     
0.555000007153     0.033668998629     -0.000000039622     
0.660000026226     0.038950998336     -0.000000032698     
0.764999985695     0.044231999665     -0.000000024620     
0.795000016689     0.054299999028     -0.000000006353     
0.899999976158     0.059581000358     0.000000001893     
1.004999995232     0.064862996340     0.000000010854     
1.110000014305     0.069978997111     0.000000021624     
1.215000033379     0.075425997376     0.000000032857     
1.320000052452     0.080541998148     0.000000043627     
1.424999952316     0.085822999477     0.000000056964     
1.529999971390     0.090939998627     0.000000071478     
1.634999990463     0.096386000514     0.000000085278     
1.740000009537     0.101502999663     0.000000101601     
1.845000028610     0.106949001551     0.000000118640     
1.950000047684     0.112065002322     0.000000135089     
2.055000066757     0.117347002029     0.000000154610     
2.160000085831     0.122628003359     0.000000175730     
2.265000104904     0.127910003066     0.000000197985     
2.369999885559     0.133191004395     0.000000221334     
2.474999904633     0.138473004103     0.000000245273     
2.579999923706     0.143589004874     0.000000270431     
2.684999942780     0.148870006204     0.000000298072     
2.789999961853     0.154152005911     0.000000326806     
2.894999980927     0.159268006682     0.000000353942     
3.000000000000     0.164550006390     0.000000382255     
3.105000019073     0.169830992818     0.000000412504     
3.210000038147     0.175113007426     0.000000442753     
3.315000057220     0.180393993855     0.000000472497     
3.420000076294     0.185675993562     0.000000504639     
3.525000095367     0.190791994333     0.000000536697     
3.630000114441     0.196072995663     0.000000568124     
3.734999895096     0.201354995370     0.000000600603     
3.839999914169     0.206635996699     0.000000633923     
3.944999933243     0.211752995849     0.000000665266     
4.050000190735     0.217033997178     0.000000697828     
4.155000209808     0.222314998507     0.000000732116     
4.260000228882     0.227596998215     0.000000765057     
4.364999771118     0.232877999544     0.000000797115     
4.469999790192     0.237994998693     0.000000831109     
4.574999809265     0.243276000023     0.000000862914     
4.679999828339     0.248392999172     0.000000894004     
4.784999847412     0.253674000502     0.000000925221     
4.889999866486     0.258955001831     0.000000955260     
4.994999885559     0.264236986637     0.000000984373     
5.099999904633     0.269517987967     0.000001013444     
5.135000228882     0.279915988445     0.000001068644     
5.239999771118     0.285198003054     0.000001094417     
5.344999790192     0.290479004383     0.000001118268     
5.449999809265     0.295594990253     0.000001141733     
5.554999828339     0.300877004862     0.000001164814     
5.659999847412     0.306158006191     0.000001185972     
5.764999866486     0.311439990997     0.000001206744     
5.869999885559     0.316720992327     0.000001227517     
5.974999904633     0.322003006935     0.000001246366     
6.079999923706     0.327284008265     0.000001264446     
6.184999942780     0.332399994135     0.000001282911     
6.289999961853     0.337682008743     0.000001299452     
6.394999980927     0.342963010073     0.000001315609     
6.500000000000     0.348244994879     0.000001331766     
6.605000019073     0.353525996208     0.000001347153     
6.710000038147     0.358808010817     0.000001361386     
6.815000057220     0.364089012146     0.000001376389     
6.920000076294     0.369370013475     0.000001390237     
7.025000095367     0.374651998281     0.000001402932     
7.130000114441     0.379768013954     0.000001415626     
7.235000133514     0.385215014219     0.000001428321     
7.340000152588     0.390331000090     0.000001439476     
7.445000171661     0.395613014698     0.000001451786     
7.550000190735     0.400893986225     0.000001464096     
7.655000209808     0.406174987555     0.000001474482     
7.760000228882     0.411457002163     0.000001485638     
7.864999771118     0.416738003492     0.000001496794     
7.969999790192     0.422019988298     0.000001507180     
8.074999809265     0.427300989628     0.000001517182     
8.180000305176     0.432417988777     0.000001528338     
8.284999847412     0.437698990107     0.000001538339     
8.390000343323     0.443145990372     0.000001547956     
8.494999885559     0.448262006044     0.000001558727     
8.600000381470     0.453543007374     0.000001567960     
8.704999923706     0.458824992180     0.000001577192     
8.810000419617     0.464105993509     0.000001587194     
8.914999961853     0.469388008118     0.000001596426     
9.020000457764     0.474503993988     0.000001604504     
9.125000000000     0.479786008596     0.000001614121     
9.229999542236     0.485067009926     0.000001622969     
9.335000038147     0.490348011255     0.000001629893     
9.439999580383     0.495629996061     0.000001638741     
9.545000076294     0.500910997391     0.000001646819     
9.649999618530     0.506192982197     0.000001653359     
9.755000114441     0.511474013329     0.000001660283     
9.859999656677     0.516755998135     0.000001668361     
9.965000152588     0.522037029266     0.000001674516     
10.069999694824     0.527318000793     0.000001681056     
10.175000190735     0.532434999943     0.000001688750     
10.279999732971     0.537881016731     0.000001695289     
10.385000228882     0.543163001537     0.000001701444     
10.489999771118     0.548278987408     0.000001708753     
10.595000267029     0.553560972214     0.000001715293     
10.699999809265     0.558842003345     0.000001721447     
10.805000305176     0.564122974873     0.000001729141     
10.909999847412     0.569405019283     0.000001735296     
11.015000343323     0.574685990810     0.000001741836     
11.119999885559     0.579967975616     0.000001749145     
11.225000381470     0.585084021091     0.000001755684     
11.329999923706     0.590366005898     0.000001761070     
11.435000419617     0.595646977425     0.000001767994     
11.539999961853     0.600928008556     0.000001773379     
11.645000457764     0.606209993362     0.000001777996     
11.750000000000     0.611656010151     0.000001782612     
11.854999542236     0.616773009300     0.000001787613     
11.960000038147     0.622053980827     0.000001789536     
12.064999580383     0.627336025238     0.000001791459     
12.170000076294     0.632616996765     0.000001793383     
12.274999618530     0.637898981571     0.000001792229     
12.380000114441     0.643015027046     0.000001790690     
12.484999656677     0.648460984230     0.000001788767     
12.590000152588     0.653577983379     0.000001784535     
12.694999694824     0.659024000168     0.000001778765     
12.800000190735     0.664140999317     0.000001772225     
12.904999732971     0.669421970844     0.000001764532     
13.010000228882     0.674704015255     0.000001754530     
13.114999771118     0.679984986782     0.000001745298     
13.220000267029     0.685266017914     0.000001733757     
13.324999809265     0.690548002720     0.000001721063     
13.430000305176     0.695828974247     0.000001708753     
13.534999847412     0.700945973396     0.000001695289     
13.640000343323     0.706391990185     0.000001680287     
13.744999885559     0.711508989334     0.000001666438     
13.850000381470     0.716790020466     0.000001652205     
13.954999923706     0.722070991993     0.000001636048     
14.060000419617     0.727352976799     0.000001621430     
14.164999961853     0.732634007931     0.000001607197     
14.270000457764     0.737915992737     0.000001592195     
14.375000000000     0.743197023869     0.000001577961     
14.479999542236     0.748479008675     0.000001565267     
14.585000038147     0.753759980202     0.000001552188     
14.689999580383     0.759041011333     0.000001539878     
14.795000076294     0.764322996140     0.000001529107     
14.899999618530     0.769438982010     0.000001518336     
15.005000114441     0.774721026421     0.000001508719     
15.109999656677     0.780166983604     0.000001501025     
15.215000152588     0.785283982754     0.000001493332     
15.319999694824     0.790565013885     0.000001486407     
15.425000190735     0.795846998692     0.000001481791     
15.529999732971     0.801127970219     0.000001477175     
15.635000228882     0.806409001350     0.000001472944     
15.739999771118     0.811690986156     0.000001471020     
15.845000267029     0.816972017288     0.000001469866     
15.949999809265     0.822254002094     0.000001468327     
16.055000305176     0.827534973621     0.000001469866     
16.159999847412     0.832651972771     0.000001471790     
16.264999389648     0.837933003902     0.000001472944     
16.370000839233     0.843213975430     0.000001476406     
16.475000381470     0.848496019840     0.000001481022     
16.579999923706     0.853776991367     0.000001485253     
16.684999465942     0.858893990517     0.000001490639     
16.790000915527     0.864340007305     0.000001497563     
16.895000457764     0.869621992111     0.000001504103     
17.000000000000     0.874737977982     0.000001511796     
17.104999542236     0.880183994770     0.000001520644     
17.209999084473     0.885300993919     0.000001529107     
17.315000534058     0.890747010708     0.000001537955     
17.420000076294     0.895864009857     0.000001548341     
17.524999618530     0.901144981384     0.000001559112     
17.629999160767     0.906427025795     0.000001569883     
17.735000610352     0.911707997322     0.000001582578     
17.840000152588     0.916989028454     0.000001594118     
17.944999694824     0.922271013260     0.000001606428     
18.049999237061     0.927386999130     0.000001619892     
18.155000686646     0.932834029198     0.000001633740     
18.260000228882     0.937950015068     0.000001646819     
18.364999771118     0.943396985531     0.000001662207     
18.469999313354     0.948512971401     0.000001677594     
18.575000762939     0.953794002533     0.000001691827     
18.680000305176     0.959075987339     0.000001708368     
18.784999847412     0.964357018471     0.000001725294     
18.889999389648     0.969639003277     0.000001741066     
